Functional_Area;Operating_Company;Service_Type;Ticket_Category;Ticket_Resolution;IRIS.Incident.Number;Priority;Prediction
SEC;LAT;SEC;SR;OK;43579;Priority 4;OK
SEC;LAT;SEC;SR;OK;43589;Priority 4;OK
SEC;LAT;SEC;SR;OK;43590;Priority 4;OK
SEC;LAT;SEC;SR;OK;43597;Priority 4;OK
SEC;LAT;SEC;SR;OK;43599;Priority 4;OK
SEC;LAT;SEC;SR;OK;43608;Priority 4;OK
SEC;LAT;SEC;SR;OK;43617;Priority 4;OK
SEC;LAT;SEC;SR;Defect;43629;Priority 4;OK
SEC;LAT;SEC;SR;OK;43631;Priority 4;OK
SEC;LAT;SEC;SR;OK;43634;Priority 4;OK
SEC;LAT;SEC;SR;OK;43635;Priority 4;OK
SEC;LAT;SEC;SR;OK;43638;Priority 4;OK
SEC;LAT;SEC;SR;OK;43640;Priority 4;OK
SEC;LAT;SEC;SR;OK;43643;Priority 4;OK
SEC;LAT;SEC;SR;OK;43648;Priority 4;OK
SEC;LAT;SEC;SR;OK;43652;Priority 4;OK
SEC;LAT;SEC;SR;OK;43662;Priority 4;OK
SEC;LAT;SEC;SR;OK;43666;Priority 4;OK
SEC;LAT;SEC;SR;OK;43667;Priority 4;OK
SEC;LAT;SEC;SR;OK;43670;Priority 4;OK
SEC;LAT;SEC;SR;OK;43673;Priority 4;OK
SEC;LAT;SEC;SR;OK;43674;Priority 4;OK
SEC;LAT;SEC;SR;OK;43676;Priority 4;OK
SEC;LAT;SEC;SR;OK;43678;Priority 4;OK
SEC;LAT;SEC;SR;OK;43690;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43709;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43718;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43719;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43725;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43726;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43727;Priority 4;OK
SEC;LAT;SEC;BULK;OK;43733;Priority 4;OK
SEC;LAT;SEC;SR;OK;43737;Priority 4;OK
SEC;LAT;SEC;SR;OK;43739;Priority 4;OK
SEC;LAT;SEC;SR;OK;43741;Priority 4;OK
SEC;LAT;SEC;SR;OK;43744;Priority 4;OK
FUN;DCF;FUN;INC;OK;141868;Priority 2;OK
DCF;DCF;FUN;INC;OK;141876;Priority 2;OK
TEC;DCF;TEC;INC;OK;141912;Priority 3;OK
APS;DCF;APS;INC;OK;141938;Priority 2;OK
APS;DCF;APS;INC;OK;141939;Priority 2;OK
TEC;DCF;TEC;INC;OK;141966;Priority 3;OK
DCF;DCF;FUN;INC;OK;141993;Priority 3;OK
APS;DCF;APS;INC;OK;142067;Priority 3;OK
FUN;DCF;FUN;INC;OK;142082;Priority 3;OK
DCF;DCF;FUN;INC;OK;142087;Priority 3;OK
DCF;DCF;FUN;INC;OK;142088;Priority 2;OK
FUN;DCF;FUN;INC;OK;142109;Priority 2;OK
DCF;DCF;FUN;INC;OK;142110;Priority 3;OK
DCF;DCF;FUN;INC;OK;142131;Priority 3;OK
TEC;DCF;TEC;INC;OK;142144;Priority 3;OK
DCF;DCF;FUN;INC;OK;142148;Priority 3;OK
TEC;DCF;TEC;INC;OK;142208;Priority 4;OK
DCF;DCF;FUN;INC;OK;142226;Priority 3;OK
FUN;DCF;TEC;INC;OK;142229;Priority 3;OK
FUN;DCF;FUN;INC;OK;142250;Priority 3;OK
FUN;DCF;TEC;INC;OK;142321;Priority 3;OK
FUN;DCF;TEC;INC;OK;142325;Priority 3;OK
DCF;DCF;FUN;INC;OK;142337;Priority 3;OK
DCF;DCF;FUN;INC;OK;142360;Priority 3;OK
FUN;DCF;FUN;INC;OK;142407;Priority 2;OK
DCF;DCF;FUN;INC;OK;142417;Priority 3;OK
DCF;DCF;FUN;INC;OK;142426;Priority 4;OK
FUN;DCF;TEC;INC;OK;142450;Priority 3;OK
SEC;DCF;SEC;SR;OK;142479;Priority 4;OK
SEC;DCF;SEC;SR;Defect;142504;Priority 3;OK
SEC;DCF;SEC;SR;OK;142506;Priority 4;OK
FUN;DCF;FUN;INC;OK;142514;Priority 4;OK
DCF;DCF;FUN;INC;OK;142532;Priority 3;OK
SEC;DCF;SEC;SR;OK;142547;Priority 3;OK
SEC;DCF;SEC;SR;OK;142565;Priority 4;OK
FUN;DCF;FUN;SR;OK;142587;Priority 3;OK
DCF;DCF;FUN;INC;OK;142599;Priority 3;OK
DCF;DCF;FUN;SR;OK;142606;Priority 4;OK
DCF;DCF;FUN;INC;OK;142610;Priority 3;OK
SEC;DCF;SEC;SR;OK;142614;Priority 4;OK
SEC;DCF;SEC;SR;OK;142618;Priority 4;OK
FUN;DCF;FUN;INC;Defect;142625;Priority 3;OK
DCF;DCF;FUN;INC;Defect;142627;Priority 3;OK
DCF;DCF;FUN;INC;OK;142629;Priority 4;OK
SEC;DCF;SEC;SR;OK;142632;Priority 4;OK
FUN;DCF;FUN;SR;OK;142633;Priority 3;OK
DCF;DCF;FUN;INC;OK;142643;Priority 4;OK
SEC;DCF;SEC;SR;OK;142658;Priority 4;OK
SEC;DCF;SEC;SR;Defect;142660;Priority 2;OK
DCF;DCF;FUN;SR;OK;142663;Priority 3;OK
DCF;DCF;FUN;INC;OK;142667;Priority 4;OK
SEC;DCF;SEC;SR;OK;142668;Priority 4;OK
APS;DCF;APS;SR;Defect;142669;Priority 3;OK
DCF;DCF;FUN;SR;OK;142672;Priority 3;OK
SEC;DCF;SEC;SR;OK;142682;Priority 4;OK
FUN;DCF;FUN;SR;OK;142698;Priority 3;OK
SEC;DCF;SEC;SR;OK;142701;Priority 4;OK
SEC;DCF;SEC;SR;OK;142702;Priority 3;OK
FUN;DCF;FUN;INC;Defect;142708;Priority 3;OK
SEC;DCF;SEC;SR;OK;142709;Priority 4;OK
DCF;DCF;FUN;SR;OK;142715;Priority 3;OK
DCF;DCF;FUN;INC;OK;142716;Priority 3;OK
DCF;DCF;FUN;INC;OK;142717;Priority 4;OK
SEC;DCF;SEC;SR;OK;142718;Priority 3;OK
SEC;DCF;SEC;SR;OK;142741;Priority 3;OK
DCF;DCF;FUN;INC;OK;142743;Priority 3;OK
FUN;DCF;FUN;SR;OK;142757;Priority 3;OK
DCF;DCF;FUN;INC;OK;142769;Priority 3;OK
DCF;DCF;FUN;INC;OK;142770;Priority 3;OK
FUN;DCF;FUN;SR;OK;142774;Priority 4;OK
FUN;DCF;FUN;SR;Defect;142778;Priority 3;OK
SEC;DCF;SEC;SR;Defect;142792;Priority 3;OK
APS;DCF;APS;INC;OK;142795;Priority 3;OK
APS;DCF;APS;INC;OK;142798;Priority 2;OK
TEC;DCF;TEC;INC;OK;142804;Priority 3;OK
FUN;DCF;FUN;SR;Defect;142825;Priority 3;OK
APS;DCF;APS;SR;OK;142857;Priority 3;OK
SEC;DCF;SEC;SR;OK;142862;Priority 4;OK
TEC;DCF;TEC;INC;OK;142869;Priority 3;OK
FUN;DCF;FUN;SR;Defect;142873;Priority 2;OK
SEC;DCF;SEC;SR;OK;142885;Priority 4;OK
DCF;DCF;FUN;INC;OK;142895;Priority 3;OK
SEC;DCF;SEC;SR;OK;142918;Priority 4;OK
DCF;DCF;FUN;INC;OK;142923;Priority 4;OK
TEC;DCF;TEC;INC;OK;142926;Priority 3;OK
SEC;DCF;SEC;SR;OK;142937;Priority 4;OK
SEC;DCF;SEC;SR;OK;142940;Priority 4;OK
APS;DCF;APS;SR;OK;142943;Priority 3;OK
FUN;DCF;FUN;INC;OK;142946;Priority 2;OK
DCF;DCF;FUN;INC;OK;142953;Priority 3;OK
APS;DCF;APS;INC;OK;142965;Priority 3;OK
SEC;DCF;SEC;SR;OK;142973;Priority 4;OK
TEC;DCF;TEC;INC;Defect;142978;Priority 3;OK
DCF;DCF;FUN;SR;OK;142979;Priority 3;OK
DCF;DCF;FUN;SR;OK;142989;Priority 3;OK
DCF;DCF;FUN;SR;OK;143006;Priority 3;OK
FUN;DCF;FUN;SR;Defect;143025;Priority 3;OK
APS;DCF;APS;INC;OK;143028;Priority 3;OK
DCF;DCF;FUN;SR;OK;143044;Priority 3;OK
SEC;DCF;SEC;SR;OK;143047;Priority 3;OK
FUN;DCF;FUN;INC;Defect;143067;Priority 3;OK
FUN;DCF;FUN;INC;OK;143072;Priority 1;OK
FUN;DCF;FUN;INC;OK;143082;Priority 1;OK
DCF;DCF;FUN;INC;OK;143086;Priority 3;OK
DCF;DCF;FUN;INC;OK;143095;Priority 3;OK
DCF;DCF;FUN;INC;OK;143103;Priority 3;OK
DCF;DCF;FUN;SR;OK;143107;Priority 3;OK
FUN;DCF;FUN;INC;OK;143127;Priority 4;OK
DCF;DCF;FUN;INC;OK;143132;Priority 2;OK
DCF;DCF;FUN;SR;OK;143152;Priority 2;OK
DCF;DCF;FUN;INC;OK;143167;Priority 3;OK
DCF;DCF;FUN;SR;OK;143172;Priority 4;OK
SEC;DCF;SEC;SR;Defect;143180;Priority 3;OK
APS;DCF;APS;INC;OK;143201;Priority 2;OK
APS;DCF;APS;INC;OK;143228;Priority 1;OK
APS;DCF;APS;INC;Defect;143236;Priority 3;OK
SEC;DCF;SEC;SR;OK;143256;Priority 4;OK
APS;DCF;APS;INC;OK;143260;Priority 1;OK
APS;DCF;APS;SR;Defect;143273;Priority 3;OK
SEC;DCF;SEC;SR;OK;143282;Priority 4;OK
SEC;DCF;SEC;SR;Defect;143284;Priority 3;OK
FUN;DCF;FUN;INC;OK;143299;Priority 3;OK
DCF;DCF;FUN;SR;OK;143302;Priority 4;OK
DCF;DCF;FUN;SR;OK;143304;Priority 3;OK
FUN;DCF;FUN;SR;OK;143305;Priority 3;OK
DCF;DCF;FUN;SR;OK;143316;Priority 3;OK
SEC;DCF;SEC;SR;Defect;143325;Priority 3;OK
SEC;DCF;SEC;SR;Defect;143335;Priority 3;OK
DCF;DCF;FUN;INC;OK;143349;Priority 4;OK
TEC;DCF;TEC;INC;OK;143356;Priority 3;OK
DCF;DCF;FUN;SR;OK;143361;Priority 3;OK
SEC;DCF;SEC;SR;OK;143366;Priority 4;OK
SEC;DCF;SEC;SR;Defect;143368;Priority 3;OK
FUN;DCF;FUN;SR;OK;143370;Priority 3;OK
DCF;DCF;FUN;INC;OK;143386;Priority 3;OK
TEC;DCF;TEC;INC;OK;143390;Priority 3;OK
DCF;DCF;FUN;INC;OK;143393;Priority 4;OK
SEC;DCF;SEC;SR;OK;143406;Priority 4;OK
DCF;DCF;FUN;INC;OK;143412;Priority 3;OK
DCF;DCF;FUN;INC;OK;143417;Priority 3;OK
SEC;DCF;SEC;SR;OK;143423;Priority 3;OK
TEC;DCF;TEC;SR;OK;143439;Priority 3;OK
FUN;DCF;FUN;INC;Defect;143442;Priority 3;OK
FUN;DCF;FUN;INC;OK;143448;Priority 3;OK
APS;DCF;APS;INC;OK;143451;Priority 3;OK
SEC;DCF;SEC;SR;OK;143457;Priority 4;OK
FUN;DCF;FUN;SR;Defect;143470;Priority 3;OK
FUN;DCF;TEC;INC;OK;143477;Priority 3;OK
TEC;DCF;TEC;INC;OK;143486;Priority 3;OK
FUN;DCF;FUN;INC;OK;143487;Priority 4;OK
DCF;DCF;FUN;INC;OK;143489;Priority 3;OK
FUN;DCF;TEC;SR;OK;143495;Priority 3;OK
SEC;DCF;SEC;SR;OK;143500;Priority 4;OK
TEC;DCF;FUN;SR;OK;143517;Priority 3;OK
DCF;DCF;FUN;INC;OK;143523;Priority 3;OK
DCF;DCF;FUN;INC;OK;143525;Priority 4;OK
SEC;DCF;SEC;SR;OK;143539;Priority 4;OK
FUN;DCF;FUN;SR;OK;143546;Priority 3;OK
SEC;DCF;SEC;SR;OK;143549;Priority 3;OK
TEC;DCF;TEC;SR;OK;143550;Priority 3;OK
TEC;DCF;TEC;INC;OK;143552;Priority 3;OK
DCF;DCF;FUN;INC;OK;143562;Priority 3;OK
DCF;DCF;FUN;INC;OK;143563;Priority 3;OK
DCF;DCF;FUN;INC;OK;143566;Priority 3;OK
SEC;DCF;SEC;SR;OK;143568;Priority 4;OK
DCF;DCF;FUN;INC;OK;143575;Priority 3;OK
SEC;DCF;SEC;SR;OK;143576;Priority 4;OK
DCF;DCF;FUN;INC;OK;143577;Priority 3;OK
DCF;DCF;FUN;INC;OK;143583;Priority 2;OK
DCF;DCF;FUN;INC;OK;143588;Priority 3;OK
DCF;DCF;FUN;INC;OK;143589;Priority 4;OK
SEC;DCF;SEC;SR;OK;143595;Priority 4;OK
APS;DCF;APS;SR;OK;143598;Priority 3;OK
FUN;DCF;FUN;INC;OK;143611;Priority 2;OK
DCF;DCF;FUN;INC;OK;143612;Priority 3;OK
FUN;DCF;FUN;SR;Defect;143632;Priority 3;OK
DCF;DCF;FUN;INC;OK;143641;Priority 4;OK
SEC;DCF;SEC;SR;OK;143646;Priority 4;OK
SEC;DCF;SEC;SR;OK;143647;Priority 4;OK
SEC;DCF;SEC;SR;Defect;143653;Priority 3;OK
FUN;DCF;FUN;INC;OK;143660;Priority 3;OK
FUN;DCF;FUN;SR;OK;143665;Priority 3;OK
SEC;DCF;SEC;SR;OK;143668;Priority 4;OK
DCF;DCF;FUN;INC;Defect;143669;Priority 3;OK
SEC;DCF;SEC;SR;OK;143672;Priority 4;OK
SEC;DCF;SEC;SR;OK;143676;Priority 4;OK
APS;DCF;APS;SR;OK;143685;Priority 3;OK
APS;DCF;APS;SR;OK;143705;Priority 3;OK
DCF;DCF;FUN;INC;OK;143707;Priority 3;OK
APS;DCF;APS;SR;OK;143725;Priority 3;OK
FUN;DCF;FUN;INC;OK;143729;Priority 3;OK
SEC;DCF;SEC;SR;OK;143753;Priority 3;OK
SEC;DCF;SEC;SR;Defect;143754;Priority 4;OK
TEC;DCF;FUN;INC;OK;143756;Priority 3;OK
APS;DCF;APS;INC;OK;143766;Priority 3;OK
APS;DCF;APS;INC;OK;143769;Priority 3;OK
FUN;DCF;FUN;SR;OK;143774;Priority 3;OK
DCF;DCF;FUN;INC;OK;143789;Priority 3;OK
DCF;DCF;FUN;INC;Defect;143790;Priority 4;OK
SEC;DCF;SEC;SR;OK;143792;Priority 3;OK
DCF;DCF;FUN;INC;OK;143793;Priority 3;OK
FUN;DCF;TEC;SR;OK;143802;Priority 3;OK
DCF;DCF;FUN;INC;OK;143808;Priority 3;OK
DCF;DCF;FUN;INC;OK;143818;Priority 2;OK
DCF;DCF;FUN;INC;OK;143822;Priority 3;OK
DCF;DCF;FUN;SR;OK;143825;Priority 3;OK
SEC;DCF;SEC;SR;OK;143827;Priority 3;OK
FUN;DCF;TEC;INC;OK;143828;Priority 3;OK
FUN;DCF;FUN;INC;Defect;143844;Priority 3;OK
DCF;DCF;FUN;INC;OK;143862;Priority 4;OK
DCF;DCF;FUN;INC;OK;143864;Priority 3;OK
DCF;DCF;FUN;INC;OK;143868;Priority 2;OK
FUN;DCF;FUN;INC;OK;143880;Priority 2;OK
DCF;DCF;FUN;SR;OK;143891;Priority 4;OK
DCF;DCF;FUN;INC;OK;143942;Priority 3;OK
SEC;DCF;SEC;SR;OK;143945;Priority 4;OK
DCF;DCF;FUN;INC;OK;143958;Priority 3;OK
DCF;DCF;FUN;SR;OK;143981;Priority 3;OK
FUN;DCF;FUN;SR;OK;143983;Priority 3;OK
DCF;DCF;FUN;INC;OK;143984;Priority 4;OK
FUN;DCF;FUN;SR;OK;143995;Priority 3;OK
SEC;DCF;SEC;SR;OK;143996;Priority 3;OK
FUN;DCF;FUN;SR;OK;143998;Priority 3;OK
FIN;DCF;FUN;SR;OK;144007;Priority 3;OK
APS;DCF;APS;SR;OK;144010;Priority 3;OK
DCF;DCF;FUN;INC;OK;144027;Priority 3;OK
FUN;DCF;FUN;SR;OK;144030;Priority 4;OK
FUN;DCF;FUN;INC;OK;144035;Priority 3;OK
FUN;DCF;FUN;SR;OK;144036;Priority 3;OK
DCF;DCF;FUN;INC;OK;144040;Priority 2;OK
DCF;DCF;FUN;INC;OK;144045;Priority 3;OK
DCF;DCF;FUN;INC;OK;144048;Priority 4;OK
FUN;DCF;FUN;SR;OK;144060;Priority 3;OK
FUN;DCF;FUN;SR;OK;144068;Priority 3;OK
SEC;DCF;SEC;SR;OK;144076;Priority 4;OK
SEC;DCF;SEC;SR;OK;144081;Priority 3;OK
DCF;DCF;FUN;SR;OK;144082;Priority 3;OK
FUN;DCF;FUN;SR;OK;144089;Priority 3;OK
FUN;DCF;FUN;INC;OK;144090;Priority 2;OK
DCF;DCF;FUN;SR;OK;144099;Priority 3;OK
FUN;DCF;FUN;INC;OK;144102;Priority 4;OK
DCF;DCF;FUN;INC;OK;144104;Priority 4;OK
DCF;DCF;FUN;INC;OK;144105;Priority 4;OK
SEC;DCF;SEC;SR;OK;144122;Priority 4;OK
SEC;DCF;SEC;SR;OK;144123;Priority 4;OK
DCF;DCF;FUN;SR;OK;144141;Priority 4;OK
SEC;DCF;SEC;SR;OK;144149;Priority 4;OK
SEC;DCF;SEC;SR;OK;144158;Priority 3;OK
SEC;DCF;SEC;SR;OK;144161;Priority 4;OK
TEC;DCF;TEC;INC;OK;144166;Priority 3;OK
SEC;DCF;SEC;SR;OK;144175;Priority 4;OK
SEC;DCF;SEC;SR;OK;144178;Priority 4;OK
FUN;DCF;FUN;INC;Defect;1419801;Priority 3;OK
FUN;DCF;FUN;INC;Defect;1420171;Priority 3;OK
FUN;DCF;FUN;INC;OK;1420451;Priority 4;OK
FUN;DCF;FUN;INC;OK;1420821;Priority 3;OK
FUN;DCF;FUN;INC;OK;1421141;Priority 3;OK
DCF;DCF;FUN;INC;OK;1422451;Priority 3;OK
CNC;BWI;CNC;CHG;OK;CHG000010209139;Priority 4;OK
CNC;LAT;CNC;CHG;OK;CHG000010209261;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010209330;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010210132;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010213564;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010215846;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010216130;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010218673;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010222578;Priority 4;OK
CNC;812;CNC;CHG;Defect;CHG000010224808;Priority 4;OK
CNC;812;L1 ;CHG;OK;CHG000010225042;Priority 4;OK
CNC;LFS;CNC;CHG;OK;CHG000010225714;Priority 4;OK
CNC;812;L1 ;CHG;OK;CHG000010225942;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010226492;Priority 4;OK
CNC;MNT;CNC;CHG;OK;CHG000010226504;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010228250;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010228293;Priority 4;OK
CNC;CAN;L1 ;CHG;OK;CHG000010228841;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010229676;Priority 4;OK
CNC;ETH;TEC;CHG;Defect;CHG000010229962;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010232422;Priority 4;OK
CNC;BWI;SCH;CHG;Defect;CHG000010232490;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010235235;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010237670;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010238301;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010239520;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010240138;Priority 4;OK
CNC;LAT;CNC;CHG;OK;CHG000010240224;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010240538;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010241832;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010244185;Priority 4;OK
CNC;MNT;CNC;CHG;OK;CHG000010246500;Priority 4;OK
CNC;ETH;TEC;CHG;OK;CHG000010246590;Priority 4;OK
CNC;MNT;CNC;CHG;OK;CHG000010246810;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010248390;Priority 4;OK
CNC;BWI;SCH;CHG;OK;CHG000010248784;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010250377;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010253877;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010254966;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010254970;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010256761;Priority 4;OK
CNC;MNT;CNC;CHG;OK;CHG000010258073;Priority 4;OK
CNC;CAN;CNC;CHG;OK;CHG000010261308;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010261339;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010261400;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010262724;Priority 4;OK
CNC;812;CNC;CHG;Defect;CHG000010264673;Priority 4;OK
CNC;812;CNC;CHG;Defect;CHG000010264876;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010266851;Priority 4;OK
CNC;LAT;CNC;CHG;OK;CHG000010268080;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010268839;Priority 4;OK
CNC;LAT;CNC;CHG;OK;CHG000010269855;Priority 4;OK
CNC;BWI;CNC;CHG;Defect;CHG000010270153;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010270174;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010270434;Priority 4;OK
CNC;MNT;CNC;CHG;Defect;CHG000010271672;Priority 4;OK
CNC;DCF;CNC;CHG;Defect;CHG000010271679;Priority 4;OK
CNC;OXE;CNC;CHG;OK;CHG000010272649;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010273171;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010273290;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010273649;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010279267;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010287043;Priority 4;OK
CNC;OXE;CNC;CHG;OK;CHG000010287353;Priority 4;OK
CNC;BWI;CNC;CHG;Defect;CHG000010291012;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010291797;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010292138;Priority 4;OK
CNC;DXE;CNC;CHG;OK;CHG000010292162;Priority 4;OK
CNC;EES;CNC;CHG;OK;CHG000010292495;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010292828;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010294153;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010295373;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010295553;Priority 4;OK
CNC;812;CNC;CHG;Defect;CHG000010295612;Priority 3;Defect
CNC;DCF;CNC;CHG;OK;CHG000010295693;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010295763;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010295857;Priority 4;OK
L1;DCF;MON;CHG;OK;CHG000010295917;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010296111;Priority 4;OK
L1;DCF;MON;CHG;OK;CHG000010296634;Priority 4;OK
L1;DCF;MON;CHG;OK;CHG000010297169;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010297171;Priority 4;OK
CNC;EES;CNC;CHG;OK;CHG000010297621;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010297891;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010298820;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010299094;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010299111;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010299122;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010299172;Priority 4;OK
CNC;DPY;CNC;CHG;OK;CHG000010300143;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010301017;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010301021;Priority 4;OK
L1;DCF;CNC;CHG;OK;CHG000010301123;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010301124;Priority 4;OK
CNC;DCF;CNC;CHG;Defect;CHG000010301128;Priority 4;OK
CNC;ETH;CNC;CHG;Defect;CHG000010301922;Priority 4;OK
CNC;LAT;CNC;CHG;OK;CHG000010302145;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010303129;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010303131;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010305703;Priority 4;OK
CNC;DCF;CNC;CHG;Defect;CHG000010306857;Priority 4;OK
L1;ETH;CNC;CHG;Defect;CHG000010307117;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010307354;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010309257;Priority 4;OK
CNC;ETH;L1 ;CHG;OK;CHG000010313823;Priority 4;OK
L1;EES;CNC;CHG;Defect;CHG000010313972;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010313975;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010314211;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010314212;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010314219;Priority 4;OK
CNC;ETH;CNC;CHG;OK;CHG000010314420;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010314553;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010315687;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010315689;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010315925;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010315978;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010316124;Priority 4;OK
CNC;BWI;CNC;CHG;OK;CHG000010316130;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010316206;Priority 4;OK
CNC;812;CNC;CHG;Defect;CHG000010316207;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010317910;Priority 4;OK
CNC;DCF;CNC;CHG;OK;CHG000010323112;Priority 4;OK
CNC;SYN;CNC;CHG;OK;CHG000010324360;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010325852;Priority 4;OK
CNC;812;CNC;CHG;OK;CHG000010325973;Priority 4;OK
L1;ETH;L1 ;CHG;Defect;CHG000010330793;Priority 4;OK
CNC;812;MON;CHG;Defect;CHG000010331037;Priority 4;OK
CNC;812;MON;CHG;OK;CHG000010332373;Priority 4;OK
L1;ETH;L1 ;CHG;Defect;CHG000010332412;Priority 4;OK
DBA;812;CNC;CHG;OK;CHG000010333200;Priority 4;OK
CNC;812;CNC;CHG;Defect;CHG000010334288;Priority 4;OK
CNC;812;MON;CHG;OK;CHG000010335815;Priority 4;OK
CNC;ETH;L1 ;CHG;Defect;CHG000010339990;Priority 4;OK
CNC;812;MON;CHG;Defect;CHG000010340173;Priority 4;OK
CNC;ETH;TEC;CHG;Defect;CHG000010340239;Priority 4;OK
CNC;MNT;L1 ;CHG;Defect;CHG000010340780;Priority 4;OK
CNC;DXE;CNC;CHG;Defect;CHG000010342958;Priority 3;OK
CNC;812;CNC;CHG;Defect;CHG000010346710;Priority 4;OK
SEC;812;L1 ;CHG;OK;CHG000010347495;Priority 4;Defect
SEC;812;L1 ;CHG;Defect;CHG000010349094;Priority 4;Defect
CNC;EES;CNC;CHG;Defect;CHG000010349510;Priority 4;OK
CNC;812;L1 ;CHG;Defect;CHG000010349910;Priority 4;OK
SEC;812;L1 ;CHG;Defect;CHG000010353367;Priority 4;Defect
CNC;DPY;CNC;CHG;OK;CHG000010357367;Priority 4;OK
